Order_Number,Product_Key,Quantity,Product_Name,Total_sales
664003,2492,1,Cigarette Lighter Adapter for Contoso Phones E110 White,24.99
664003,160,2,"Adventure Works 37"" 1080p LCD HDTV M150W Brown",2199.98
664004,420,3,Adventure Works Desktop PC1.80 ED182 Silver,1499.70
664004,219,2,Litware Home Theater System 7.1 Channel M710 Silver,1598.00
664005,177,2,SV 8xDVD E130 Black,113.80
664007,164,3,"Adventure Works 52"" LCD HDTV X790W Brown",4776.60
664008,1605,7,SV DVD 15-Inch Player Portable L200 Black,2029.93
665000,1965,5,Litware Refrigerator 9.7CuFt M560 Blue,2465.00
665000,1611,2,SV DVD 9-Inch Player Portable M300 White,319.98
665000,2105,5,Contoso Water Heater 7.2GPM X1800 Grey,7375.00
665001,432,6,Adventure Works Desktop PC1.80 ED182 Brown,2999.40
665001,1992,1,Fabrikam Microwave 1.0CuFt E1100 Silver,139.99
665001,1122,4,Fabrikam SLR Camera M148 Silver Grey,1328.00
665001,1453,1,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Gold,258.00
665001,2505,6,Contoso Touch Stylus Pen E150 Red,59.94
665001,2077,2,Contoso Microwave 0.9CuFt E0090 Red,199.98
665001,79,3,NT Wireless Bluetooth Stereo Headphones E302 White,121.65
665002,692,1,Proseware High-Performance Business-Class Laser Fax X200 Grey,248.00
665002,83,10,NT Wireless Bluetooth Stereo Headphones M402 Silver,999.90
665003,1745,5,MGS MechWarrior 4 Mach Packs X100,545.00
665003,76,1,NT Bluetooth Active Headphones E202 Red,37.95
665003,440,3,WWI Desktop PC1.60 E1600 Silver,659.85
665003,1795,2,MGS Flight Simulator 2009: A Century of Flight E151,86.00
665003,435,9,Adventure Works Desktop PC1.60 ED160 White,2429.55
665003,571,2,Proseware Screen 106in M1609 Silver,502.00
665004,1646,4,Contoso DVD 9-Inch Player Portable M300 Black,639.96
665004,1135,9,"Fabrikam SLR Camera 35"" M358 Blue",2952.00
665004,100,4,WWI Wireless Bluetooth Stereo Headphones M170 White,480.00
665005,1377,7,Contoso Phone for MSN E200 White,112.00
665005,167,3,SV 8xDVD E100 Black,207.00
665006,1649,7,Contoso DVD 14-Inch Player Portable L100 Black,1819.93
665006,1225,2,"Fabrikam Trendsetter 1/2"" 3mm X300 Orange",2000.00
665006,1575,1,SV DVD Player M140 Gold,60.99
665007,1607,1,SV DVD 12-Inch Player Portable M400 Silver,179.99
665007,61,2,WWI 2GB Spy Video Recorder Pen M300 Black,362.00
665007,64,3,WWI 2GB Spy Video Recorder Pen M300 Silver,543.00
665007,1600,2,SV DVD External DVD Burner M200 Silver,115.76
665009,139,3,"Adventure Works 32"" LCD HDTV M130 White",1499.97
665009,1661,6,MGS Hand Games for kids E300 Yellow,33.00
665009,1958,4,Litware Refrigerator 19CuFt M760 Green,3596.00
665009,642,2,Proseware Photo Ink Jet Printer M100 Black,318.00
665009,418,3,Adventure Works Desktop PC1.60 ED160 Silver,809.85
665009,176,1,SV 16xDVD M360 Black,126.90
665009,1580,8,SV DVD Recorder L230 Grey,1752.00
665010,429,3,Adventure Works Desktop PC2.30 MD230 Brown,1799.70
665010,423,1,Adventure Works Desktop PC2.30 MD230 Black,599.00
666000,1422,2,The Phone Company Sharp Touch Screen Phones M910 Black,602.00
666000,1690,5,SV Hand Games for Office worker L28 Yellow,84.95
666001,2303,5,Proseware Floor Lamp M0215 Blue,1695.00
666001,1762,2,MGS Age of Empires II: The Conquerors Expansion E125,62.78
666002,1698,8,SV Hand Games for students E40 Red,55.92
666003,458,10,WWI Desktop PC1.80 E1800 White,2299.00
666003,1610,2,SV DVD 15-Inch Player Portable L200 Silver,579.98
666003,1803,3,MGS Combat Flight Simulator 2009 E159,96.00
666003,2033,1,Litware Microwave 1.6CuFt M125 Grey,179.99
666006,420,1,Adventure Works Desktop PC1.80 ED182 Silver,499.90
666007,946,3,A. Datum Slim Digital Camera M180 Black,444.00
666007,2137,9,Contoso Coffee Maker Auto 5C E0900 Grey,1467.00
666007,1098,2,Contoso SLR Camera M145 Pink,686.00
666008,2048,1,Litware Microwave 0.8CuFt E080 Black,94.99
666008,126,2,"Adventure Works 19"" Color Digital TV E35 Black",286.80
666009,2495,6,Headphone Adapter for Contoso Phone E130 Black,59.94
666009,2048,8,Litware Microwave 0.8CuFt E080 Black,759.92
666009,1389,1,Contoso 4 Handset Cordless Phone System M86 Grey,35.99
666009,2366,3,Contoso Air conditioner 7000BTU E0260 Silver,899.97
666010,1587,8,SV DVD 48 DVD Storage Binder M50 Silver,143.92
666011,115,7,WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,1749.93
666011,421,1,Adventure Works Desktop PC3.0 MS300 Silver,469.00
666011,168,2,SV 16xDVD M310 Black,258.00
667000,1126,2,Fabrikam SLR Camera M148 Gold,664.00
667000,1425,3,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Grey",1587.00
667000,2094,3,Contoso Water Heater 1.5GPM E0800 Blue,772.50
667001,2299,2,Proseware Wall Lamp E0315 Grey,203.98
667002,1644,4,Contoso DVD External DVD Burner M200 Blue,231.52
667002,47,1,WWI 1GBPulse Smart pen E50 Black,149.95
667004,1634,1,Contoso DVD 38 DVD Storage Binder E25 Silver,9.99
667004,1610,1,SV DVD 15-Inch Player Portable L200 Silver,289.99
667005,1867,2,Contoso Washer & Dryer 27in L270 White,5304.00
667005,1168,7,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 White,4200.00
667005,1645,3,Contoso DVD External DVD Burner M200 Silver,173.64
667005,131,3,"Adventure Works 20"" Analog CRT TV E45 White",600.00
667005,1610,7,SV DVD 15-Inch Player Portable L200 Silver,2029.93
667006,1602,6,SV DVD 12-Inch Player Portable M400 Black,1079.94
667006,160,3,"Adventure Works 37"" 1080p LCD HDTV M150W Brown",3299.97
667007,156,3,"Adventure Works 26"" 720p LCD HDTV M140 Brown",1409.91
667007,137,3,"Adventure Works 32"" LCD HDTV M130 Silver",1499.97
667008,1642,2,Contoso DVD External DVD Burner M200 Black,115.76
668000,454,1,WWI Desktop PC1.80 E1801 Brown,269.90
668001,1653,1,Contoso DVD 7-Inch Player Portable E200 Silver,109.99
668001,459,3,WWI Desktop PC1.80 E1801 White,809.70
668002,1797,2,MGS Freelancer 2009 E153,86.00
668003,1190,1,"Fabrikam Social Videographer 1/3"" 8.5mm E200 Orange",165.00
668003,1729,2,MGS Rise of Nations: Thrones and Patriots M320,155.36
668004,1062,6,A. Datum SLR Camera M139 Gold,1872.00
668004,296,1,SV Car Video TFT6.2W E6281 Black,259.00
668005,528,2,WWI LCD24 X300 White,1638.00
668006,1175,3,Fabrikam Budget Moviemaker 2/3'' 17mm E100 White,1230.00
668006,154,5,"Adventure Works 26"" 720p LCD HDTV M140 Black",2349.85
668006,1464,3,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,774.00
668007,2053,2,Litware Microwave 0.9CuFt E090 Blue,199.98
668007,1048,4,A. Datum SLR Camera X136 Silver,1708.00
668008,1656,7,Contoso DVD 9-Inch Player Portable M300 White,1119.93
668008,2028,4,Litware Microwave 1.0CuFt E110 Silver,559.96
668008,1612,7,SV DVD 12-Inch Player Portable M400 White,1259.93
668010,2094,1,Contoso Water Heater 1.5GPM E0800 Blue,257.50
668012,1311,3,Contoso Digital Camera/Camcorder USB Cable E324 White,84.00
668013,2418,3,Litware 3-Speed Oscillating Blower Fan M115 Silver,221.97
668013,90,1,NT Wireless Transmitter and Bluetooth Headphones M150 Silver,149.99
668014,1658,4,Contoso DVD 7-Inch Player Portable E200 White,439.96
668014,436,2,Adventure Works Desktop PC1.80 ED180 White,738.00
668014,1739,2,MGS RalliSport Challenge E115,56.00
668015,1061,8,"A. Datum SLR Camera 35"" X358 Gold",4704.00
668015,1322,1,Contoso Private Branch Exchange M88 Black,32.99
668015,182,2,SV 16xDVD M320 Silver,238.00
668015,1291,10,Contoso Macro Zoom Lens X300 White,3665.50
669000,1457,5,The Phone Company Touch Screen Phones - CRT M11 Gold,945.00
669000,1606,1,SV DVD 9-Inch Player Portable M300 Silver,159.99
669000,1626,1,Contoso DVD Recorder L240 Gold,219.00
669000,116,5,"Adventure Works 20"" CRT TV E15 Silver",849.95
670000,1824,7,MGS Age of Empires II: The Age of Kings 2009 E180,224.00
670000,31,2,Contoso 32GB Video MP3 Player M3200 Orange,510.00
670000,151,2,"Adventure Works 40"" LCD HDTV M690 White",2369.94
670001,579,2,Contoso Projector 480p M480 Black,458.00
670001,2108,5,Contoso Water Heater 2.6GPM E0900 Grey,2540.00
670001,967,1,A. Datum Advanced Digital Camera M300 Grey,188.50
670001,1619,2,Contoso DVD Player M130 Grey,119.98
670002,1524,6,The Phone Company PDA Phone 3.7 inches M340 Black,1980.00
670002,1054,3,A. Datum SLR Camera M137 Grey,936.00
670002,1628,4,Contoso DVD 58 DVD Storage Binder M55 Black,55.56
670003,2086,6,Contoso Water Heater 4.3GPM M1250 White,5265.00
670003,1393,1,Contoso In front of Centrex L15 Grey,46.99
670004,291,4,Contoso Home Theater System 2.1 Channel M1230 Brown,1440.00
670005,1751,6,MGS Bicycle Casino Games X700,654.00
670005,2100,7,Contoso Water Heater 7.2GPM X1800 Silver,10325.00
670006,2018,3,Fabrikam Microwave 0.8CuFt E0800 Blue,284.97
670006,85,1,NT Wireless Bluetooth Stereo Headphones M402 Green,99.99
671000,109,1,WWI Stereo Bluetooth Headphones New Generation M370 Orange,132.99
671001,1328,2,Contoso behind Centrex X15 Black,99.98
671001,166,1,SV 16xDVD M300 Black,119.00
671002,1580,7,SV DVD Recorder L230 Grey,1533.00
671003,50,4,WWI 2GB Pulse Smart pen M100 Black,799.80
671003,2380,2,Contoso Air conditioner 7000BTU E0260 Blue,599.98
671003,1302,2,Contoso Telephoto Conversion Lens M350 Silver,190.00
671004,1619,4,Contoso DVD Player M130 Grey,239.96
671005,2111,1,Contoso Water Heater 4.3GPM M1250 Red,877.50
671006,1209,2,Fabrikam Business Videographer 1/2'' 3mm M500 Grey,1760.00
671006,1095,1,"Contoso SLR Camera 35"" M358 Gold",358.00
671007,1875,3,Contoso Washer & Dryer 21in E210 Silver,4797.00
671007,1357,1,Contoso Private Automatic Branch Exchange M65 White,38.99
671007,1330,1,Contoso Expandable Cordless Phone System M008 Black,22.99
671007,1792,5,MGS Age of Mythology: The Titans Expansion 2009 E148,215.00
671008,117,3,"Adventure Works 20"" CRT TV E15 Black",509.97
671008,24,4,Contoso 16GB Mp5 Player M1600 Blue,799.60
672000,1585,7,SV DVD 60 DVD Storage Binder L20 Black,160.23
672000,1064,10,A. Datum SLR Camera X140 Pink,6270.00
672001,179,3,SV 16xDVD M300 Silver,357.00
672001,2111,3,Contoso Water Heater 4.3GPM M1250 Red,2632.50
672002,1471,1,The Phone Company Microsoft Windows Mobile M200 Black,229.00
672002,1807,1,MGS Dungeon Siege 2009 E163,32.00
672002,2235,3,WWI Wall Lamp E315 Black,305.97
672002,162,2,"Adventure Works 52"" LCD HDTV X790W Black",3184.40
672002,1408,3,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Black",1587.00
672004,733,2,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green",316.00
672005,1574,2,SV DVD Player M130 Grey,119.98
672006,470,2,Proseware LCD17W E202 Black,258.00
672006,1965,3,Litware Refrigerator 9.7CuFt M560 Blue,1479.00
672007,1426,3,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Grey",1767.00
672007,1638,1,Contoso DVD 58 DVD Storage Binder M55 Red,13.89
672007,109,1,WWI Stereo Bluetooth Headphones New Generation M370 Orange,132.99
672007,1635,2,Contoso DVD 60 DVD Storage Binder L20 Silver,45.78
672007,2133,1,Contoso Coffee Maker 4C E0800 White,129.90
672007,1579,4,SV DVD Recorder L220 White,876.00
672007,1141,6,"Fabrikam SLR Camera 35"" X358 Green",2617.20
672008,422,2,Adventure Works Desktop PC2.33 XD233 Black,1938.00
672008,637,4,WWI Projector 480p LCD12 Silver,916.00
672009,1657,1,Contoso DVD 12-Inch Player Portable M400 White,179.99
672010,1612,2,SV DVD 12-Inch Player Portable M400 White,359.98
672010,1651,3,Contoso DVD 9-Inch Player Portable M300 Silver,479.97
672011,121,1,"Adventure Works 13"" Color TV E25 White",119.99
672011,1632,4,Contoso DVD 48 DVD Storage Binder M50 Silver,71.96
673000,2107,1,Contoso Water Heater 4.0GPM M1250 Grey,791.00
673000,1040,4,A. Datum Point n' Shoot Digital Camera M500 Azure,792.00
673000,1617,2,Contoso DVD Player M110 Silver,115.98
673001,291,7,Contoso Home Theater System 2.1 Channel M1230 Brown,2520.00
673002,1218,4,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Black,2552.00
673003,1617,1,Contoso DVD Player M110 Silver,57.99
673003,440,1,WWI Desktop PC1.60 E1600 Silver,219.95
673003,1080,4,Contoso SLR Camera X143 Silver,2584.00
673003,453,1,WWI Desktop PC1.80 E1800 Silver,229.90
673004,1660,2,Contoso DVD 15-Inch Player Portable L200 White,579.98
673004,652,1,Proseware Scan Jet Digital Flat Bed Scanner M300 Black,121.00
673006,2105,3,Contoso Water Heater 7.2GPM X1800 Grey,4425.00
673007,98,4,WWI Wireless Bluetooth Stereo Headphones M170 Silver,480.00
673007,149,1,"Adventure Works 40"" LCD HDTV M690 Silver",1184.97
673007,2459,1,Litware 180 CFM Vertical Discharge Fan X450 Red,215.62
673008,18,1,Contoso 8GB Super-Slim MP3/Video Player M800 Green,109.95
673008,1046,1,A. Datum SLR Camera M135 Black,312.00
673008,2055,4,Contoso Microwave 1.5CuFt X0110 White,2663.76
673010,180,1,SV 8xDVD E100 Silver,69.00
673011,141,1,"Adventure Works 15.6"" LCD TV M130W Silver",299.99
673011,1538,7,The Phone Company PDA Wifi 3.5-inch M200 Silver,1960.00
673011,152,2,"Adventure Works 40"" LCD HDTV M690 Brown",2369.94
674000,1619,1,Contoso DVD Player M130 Grey,59.99
674000,1666,2,MGS Hand Games for Office worker L299 Yellow,33.78
674000,90,2,NT Wireless Transmitter and Bluetooth Headphones M150 Silver,299.98
674000,1768,2,MGS Empires Collector's 2008 M440,68.00
674001,1749,2,MGS Bicycle Board Games X500,218.00
674001,1932,2,Fabrikam Refrigerator 1.7CuFt E1200 Grey,259.98
674001,73,7,NT Wireless Bluetooth Stereo Headphones E102 White,335.65
674001,442,2,WWI Desktop PC1.80 E1801 Silver,539.80
674001,1512,9,The Phone Company Smart phones 4 GB of Memory M300 Gold,2151.00
674001,236,1,Litware Home Theater System 7.1 Channel X711 Brown,1109.00
674002,1998,4,Fabrikam Microwave 1.0CuFt E1100 Grey,559.96
674003,1852,8,NT Washer & Dryer 27in L2700 Silver,21223.20
674003,1345,1,Contoso 4-Line Expandable Cordless Phone System M900 Black,22.00
674003,2073,1,Contoso Microwave 1.5CuFt X0110 Red,665.94
674004,73,3,NT Wireless Bluetooth Stereo Headphones E102 White,143.85
674004,473,1,Proseware CRT17 E104 Black,59.00
674004,1158,1,Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Black,1560.00
674004,1453,1,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Gold,258.00
674005,2035,3,Litware Microwave 0.9CuFt E090 Grey,299.97
674005,1658,1,Contoso DVD 7-Inch Player Portable E200 White,109.99
674006,1631,2,Contoso DVD 55DVD Storage Binder M56 Black,25.32
674006,510,2,Adventure Works LCD19W M100 White,358.00
674007,94,2,WWI Stereo Bluetooth Headphones E1000 Black,134.80
674007,1601,1,SV DVD 9-Inch Player Portable M300 Black,159.99
674008,2145,4,Adventure Works Coffee Maker 4C E080 Black,519.60
674008,1317,3,Contoso Dual Handset Cordless Phone System  E20 Black,38.97
674008,1210,3,Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey,2580.00
675000,1705,1,SV Hand Games men M30 Silver,6.88
675001,427,2,Adventure Works Desktop PC3.0 MS300 Black,938.00
675001,1573,2,SV DVD Player M120 White,117.98
675001,2323,4,Litware Wall Lamp E3015 White,407.96
675002,129,9,"Adventure Works 20"" Analog CRT TV E45 Silver",1800.00
675002,1681,7,MGS Hand Games men M300 Silver,48.23
675003,159,7,"Adventure Works 37"" 1080p LCD HDTV M150W White",7699.93
675003,1927,3,Fabrikam Refrigerator 24.7CuFt X9800 Grey,9599.97
675003,1646,3,Contoso DVD 9-Inch Player Portable M300 Black,479.97
675005,1640,1,Contoso DVD 60 DVD Storage Binder L20 Red,22.89
675005,138,1,"Adventure Works 32"" LCD HDTV M130 Black",499.99
675006,149,7,"Adventure Works 40"" LCD HDTV M690 Silver",8294.79
675006,1636,1,Contoso DVD 55DVD Storage Binder M56 Silver,12.66
675006,1630,4,Contoso DVD 60 DVD Storage Binder L20 Black,91.56
675006,2152,5,Adventure Works Coffee Maker Super-Auto 12C X125 White,8250.00
675006,450,1,WWI Desktop PC2.33 X2330 Brown,919.00
675006,1725,1,MGS Dungeon Siege II E105,56.00
675007,459,8,WWI Desktop PC1.80 E1801 White,2159.20
675007,108,1,WWI Stereo Bluetooth Headphones New Generation M370 Yellow,132.99
675007,1737,5,MGS Freelancer E113,140.00
675007,2286,3,Proseware Floor Lamp X0115 Silver,1907.97
675007,1824,7,MGS Age of Empires II: The Age of Kings 2009 E180,224.00
675008,1653,3,Contoso DVD 7-Inch Player Portable E200 Silver,329.97
675009,1491,1,The Phone Company Microsoft Windows Mobile M200 White,229.00
675009,1656,6,Contoso DVD 9-Inch Player Portable M300 White,959.94
675009,1700,2,SV Hand Games women M40 Red,17.76
675009,52,2,WWI 2GB Pulse Smart pen M100 Silver,399.90
675009,1372,6,Contoso 2-Line Speakerphone M109 White,215.94
675010,2156,5,Adventure Works Coffee Maker 5C E090 White,745.00
675012,433,3,Adventure Works Desktop PC2.33 XD233 White,2907.00
675012,1617,2,Contoso DVD Player M110 Silver,115.98
675012,1069,2,"A. Datum SLR Camera 35"" X358 Blue",1176.00
675012,1112,2,Fabrikam SLR Camera X147 Silver,1290.00
675012,1464,1,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,258.00
675013,2081,3,Contoso Microwave 1.6CuFt M0125 Black,539.97
675014,1228,3,"Fabrikam Independent Filmmaker 1"" 25mm X400 Blue",4860.00
675014,1657,4,Contoso DVD 12-Inch Player Portable M400 White,719.96
675014,1148,1,Fabrikam Budget Movie-Maker 1'' 25mm E400 Black,422.00
675014,2381,1,Contoso Air conditioner 6000BTU E0180 Blue,199.99
675015,2505,2,Contoso Touch Stylus Pen E150 Red,19.98
677002,473,1,Proseware CRT17 E104 Black,59.00
677002,1480,1,The Phone Company Smart phones without camera E100 Grey,129.00
677002,1900,5,Fabrikam Refrigerator 4.6CuFt E2800 White,1499.95
677003,2494,3,Reusable Phone Screen Protector E120,8.82
677003,265,2,Contoso Home Theater System 2.1 Channel M1230 Silver,720.00
677003,445,3,WWI Desktop PC2.30 M2300 Black,1677.00
677004,2178,1,Fabrikam Coffee Maker 12C M100 White,445.00
677004,1469,1,Contoso Touch Screen Phones  - LCD M12 Black,200.00
677005,1809,4,MGS Bicycle Board Games2009 E165,128.00
677005,1300,7,Contoso Telephoto Conversion Lens M350 Black,665.00
677005,2419,1,Litware 20'' Box Fan E401 Blue,25.99
677005,962,3,A. Datum All in One Digital Camera M200 Grey,564.00
677005,453,1,WWI Desktop PC1.80 E1800 Silver,229.90
677005,1058,4,A. Datum SLR Camera M138 Silver Grey,1248.00
677006,1258,2,Contoso Cyber Shot Digital Cameras Adapter E306 Blue,79.98
677006,49,4,WWI 2GB Pulse Smart pen M100 White,799.80
677006,1524,8,The Phone Company PDA Phone 3.7 inches M340 Black,2640.00
677006,2502,3,Contoso Touch Stylus Pen E150 Black,29.97
677006,1601,3,SV DVD 9-Inch Player Portable M300 Black,479.97
677006,1374,4,Contoso Phone with Memory Dialing-2 lines E90 White,64.00
678000,429,3,Adventure Works Desktop PC2.30 MD230 Brown,1799.70
678001,1322,2,Contoso Private Branch Exchange M88 Black,65.98
678001,838,3,Contoso USB Optical Mouse E200 Gold,46.50
678001,315,2,SV Car Video AM/FM E1000 Silver,398.00
678003,449,8,WWI Desktop PC3.0 M0300 Black,2792.00
678004,1697,1,SV Hand Games for kids E30 Red,5.39
678005,46,1,WWI 1GB Pulse Smart pen E50 White,149.95
678005,2089,5,Contoso Water Heater 1.5GPM E0800 White,1287.50
678006,1963,1,Litware Refrigerator 24.7CuFt X980 Blue,3199.99
678006,592,7,Contoso Projector 480p M481 White,3493.00
678006,1505,3,The Phone Company Smart phones 6-LINE SCREEN M21 Pink,690.00
678007,1647,4,Contoso DVD 12-Inch Player Portable M400 Black,719.96
678007,977,6,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Pink,1608.00
678007,632,4,WWI Screen 85in E1010 White,556.00
678008,92,1,NT Wireless Transmitter and Bluetooth Headphones M150 Red,149.99
678008,63,6,WWI 2GB Spy Video Recorder Pen M300 Blue,1086.00
678008,1213,4,Fabrikam Social Videographer 1/2'' 3mm E300 Grey,680.00
679000,2509,1,Contoso Original K1m Li-Ion Standard Battery E170 Black,4.06
679000,1347,8,Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 Black,168.00
679001,45,9,Contoso 16GB New Generation MP5 Player M1650 Pink,2088.00
679002,1056,4,A. Datum SLR Camera X138 Silver Grey,2508.00
679002,2085,3,Contoso Water Heater 7.2GPM X1800 White,4425.00
679003,484,1,Proseware LCD17W E202 White,129.00
679004,1981,7,Litware Refrigerator 19CuFt M760 Red,6293.00
679004,1587,1,SV DVD 48 DVD Storage Binder M50 Silver,17.99
679005,99,3,WWI Wireless Bluetooth Stereo Headphones M170 Black,360.00
679005,1619,7,Contoso DVD Player M130 Grey,419.93
679006,1651,3,Contoso DVD 9-Inch Player Portable M300 Silver,479.97
679007,951,2,A. Datum Consumer Digital Camera E100 Black,562.00
679007,1582,1,SV DVD 48 DVD Storage Binder M50 Black,17.99
679007,55,2,WWI 4GB Video Recording Pen X200 Pink,592.00
679007,2082,2,Contoso Microwave 1.0CuFt E0110 Black,279.98
679008,140,7,"Adventure Works 32"" LCD HDTV M130 Brown",3499.93
679009,1486,4,The Phone Company Smart phones 320 x 320 M86 Grey,1152.00
679009,1286,1,Contoso Genuine Leather Grip Belt E322 Black,77.99
679009,73,3,NT Wireless Bluetooth Stereo Headphones E102 White,143.85
679010,1571,1,SV DVD Player M100 Black,56.99
679010,1308,2,Contoso Digital Camera/Camcorder USB Cable E324 Purple,56.00
679010,420,1,Adventure Works Desktop PC1.80 ED182 Silver,499.90
679011,1626,2,Contoso DVD Recorder L240 Gold,438.00
679011,56,7,WWI 4GB Video Recording Pen X200 Yellow,2072.00
679011,1497,4,The Phone Company Smart phones Unlocked M300 White,1068.00
680000,1682,5,MGS Hand Games women M400 Silver,44.95
680000,769,2,Contoso ADSL Modem Splitter/Filter X 2 E200 Black,45.80
680001,1395,2,Contoso Phone with 13-Number Memory (210) M301 Grey,33.98
680002,2516,3,Contoso In-Line Coupler E180 Black,10.05
680003,56,3,WWI 4GB Video Recording Pen X200 Yellow,888.00
680003,162,3,"Adventure Works 52"" LCD HDTV X790W Black",4776.60
680005,2397,7,Proseware Air conditioner 25000BTU L167 Silver,4451.93
680005,40,2,Contoso 8GB Clock & Radio MP3 Player X850 Blue,598.46
680006,1658,4,Contoso DVD 7-Inch Player Portable E200 White,439.96
680006,1699,7,SV Hand Games men M30 Red,48.16
680007,1588,2,SV DVD 58 DVD Storage Binder M55 Silver,27.78
680009,976,5,A. Datum All in One Digital Camera M200 Pink,940.00
680010,1073,2,"A. Datum SLR Camera 35"" X358 Orange",1176.00
681000,358,7,Fabrikam Laptop8.9 E8002 Red,2282.00
681001,128,2,"Adventure Works 19"" Color Digital TV E35 Brown",286.80
681001,102,7,WWI Wireless Bluetooth Stereo Headphones M270 Silver,805.00
681001,1736,3,MGS Rise of Nations E112,84.00
681001,1823,1,MGS Flight Simulator 2009 E179,32.00
681003,54,1,WWI 4GB Video Recording Pen X200 Red,296.00
681003,1519,2,The Phone Company Smart phones Unlocked International M800 Gold,620.00
681003,65,8,WWI 2GB Spy Video Recorder Pen M300 Purple,1448.00
681003,128,2,"Adventure Works 19"" Color Digital TV E35 Brown",286.80
681003,1411,2,"The Phone Company Touch Screen Phones 26-1.4"" M250 Black",536.00
681003,1688,1,SV Hand Games women M40 Yellow,8.88
681003,1746,3,MGS Zoo Tycoon Dinosaur Digs X200,327.00
681004,502,2,Adventure Works CRT15 E101 Black,180.00
681004,1689,1,SV Hand Games for 12-16 boys E60 Yellow,4.98
681004,1880,1,Contoso Washer & Dryer 21in E210 Blue,1599.00
681004,1983,5,Fabrikam Microwave 1.5CuFt X1100 White,3329.70
681006,78,2,NT Wireless Bluetooth Stereo Headphones E302 Silver,81.10
681006,47,5,WWI 1GBPulse Smart pen E50 Black,749.75
681007,1645,1,Contoso DVD External DVD Burner M200 Silver,57.88
681007,1032,9,A. Datum All in One Digital Camera M200 Azure,1692.00
681007,152,1,"Adventure Works 40"" LCD HDTV M690 Brown",1184.97
681008,1575,2,SV DVD Player M140 Gold,121.98
681008,398,2,WWI Laptop12 M0120 White,765.90
681008,72,3,NT Wireless Bluetooth Stereo Headphones E102 Blue,143.85
682000,2017,3,Fabrikam Microwave 0.9CuFt E0900 Blue,299.97
682000,1481,1,The Phone Company Microsoft Windows Mobile M200 Grey,229.00
682000,2503,5,Contoso Touch Stylus Pen E150 Silver,49.95
682000,121,1,"Adventure Works 13"" Color TV E25 White",119.99
682001,1292,1,Contoso Macro Zoom Lens X300 Black,366.55
682001,424,7,Adventure Works Desktop PC1.60 ED160 Black,1889.65
682002,1656,6,Contoso DVD 9-Inch Player Portable M300 White,959.94
682002,687,1,Proseware High Speed Laser Fax M2000 Grey,209.00
682002,951,1,A. Datum Consumer Digital Camera E100 Black,281.00
682003,1494,2,The Phone Company Smart phones 160x160 M26 White,416.00
682005,1254,4,Contoso General Carrying Case E304 Black,79.96
682005,597,4,Contoso Screen 85in E085 White,556.00
682005,1662,1,MGS Hand Games for students E400 Yellow,6.99
682005,47,2,WWI 1GBPulse Smart pen E50 Black,299.90
682005,2160,4,Adventure Works Coffee Maker 12C M100 Grey,1780.00
682006,157,2,"Adventure Works 37"" 1080p LCD HDTV M150W Silver",2199.98
682006,464,2,Proseware LCD22W M2001 Black,1358.00
682006,164,6,"Adventure Works 52"" LCD HDTV X790W Brown",9553.20
682007,98,1,WWI Wireless Bluetooth Stereo Headphones M170 Silver,120.00
682007,2171,3,Fabrikam Coffee Maker Auto 10C M100 Silver,2237.97
682007,1766,6,MGS Age of Empires 2008new M420,324.00
682009,2369,1,Contoso Air conditioner 25000BTU L1672 Grey,635.99
682009,993,1,A. Datum Consumer Digital Camera E100 Silver,281.00
682010,593,6,Contoso Screen 125in M250 White,2754.00
682010,1605,2,SV DVD 15-Inch Player Portable L200 Black,579.98
682010,1080,1,Contoso SLR Camera X143 Silver,646.00
682010,110,2,WWI Stereo Bluetooth Headphones New Generation M370 Blue,265.98
682010,53,3,WWI 4GB Video Recording Pen X200 Black,888.00
682011,1602,2,SV DVD 12-Inch Player Portable M400 Black,359.98
682012,1533,3,The Phone Company PDA Palm 3.7 inch M830 Black,897.00
682013,1617,3,Contoso DVD Player M110 Silver,173.97
682015,1584,3,SV DVD 38 DVD Storage Binder E25 Black,29.97
682015,1411,1,"The Phone Company Touch Screen Phones 26-1.4"" M250 Black",268.00
682015,1699,2,SV Hand Games men M30 Red,13.76
684000,2476,1,Litware 17'' Oscillating Pedestal Fan M125 Pink,210.00
684000,991,1,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver,268.00
684001,966,4,A. Datum Consumer Digital Camera M300 Grey,738.00
